,Question,Generated Answer,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,BERT,Inference Time
63,Apa fungsi utama Candi Borobudur?,"
Fungsi utama Candi Borobudur adalah sebagai tempat ibadah dan karya arsitektur yang memukau. Dibangun pada abad ke-9 oleh Dinasti Sailendra, dan terletak dengan anggun di puncak bukit, di sekitar hamparan pepohonan hijau. Keelokan strukturnya mencermink",0.0,"[0.1282051282051282, 0.07894736842105263, 0.02702702702702703, 0.0]",1.0,4.875,39,8,0.2272727272727273,0.14285714285714285,0.2272727272727273,0.2272727272727273,[0.7054791450500488],66.71344804763794
64,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?","Candi Borobudur juga merupakan karya arsitektur yang memukau, yang mencerminkan perpaduan unik antara gaya arsitektur Indonesia dan seni India. Bangunan ini terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan",0.0,"[0.14285714285714285, 0.04878048780487805, 0.025, 0.0]",1.0,3.230769230769231,42,13,0.16,0.08333333333333333,0.16,0.16,[0.7582147121429443],68.05070877075195
65,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?","
Suasana di sekitar Candi Borobudur, khususnya di puncak bukit, sangat menakjubkan. Bangunan tersebut terletak di puncak bukit, dan dikelilingi oleh hamparan pepohonan hijau yang menciptakan suasana damai. Pepohonan yang menjulang tinggi dan pepohonan",0.2293295683215171,"[0.3684210526315789, 0.2702702702702703, 0.19444444444444445, 0.14285714285714285]",1.0,2.235294117647059,38,17,0.5000000000000001,0.34782608695652173,0.5000000000000001,0.5000000000000001,[0.8807867765426636],68.38252353668213
66,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?,"
Candi Borobudur adalah keajaiban arsitektur karena berbagai faktor. Pertama, bangunan ini dibangun pada abad ke-9 oleh Dinasti Sailendra, yang menunjukkan kemampuan teknis dan keterampilan arsitektur mereka. Kedua, kompleks ini terdiri dari enam",0.0,"[0.21621621621621623, 0.08333333333333333, 0.02857142857142857, 0.0]",1.0,2.466666666666667,37,15,0.2978723404255319,0.13333333333333333,0.2553191489361702,0.2553191489361702,[0.7656493782997131],67.92968916893005
67,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Candi Borobudur memiliki sembilan platform bertingkat.,0.846481724890614,"[1.0, 1.0, 1.0, 1.0]",0.846481724890614,0.8571428571428571,6,7,1.0,1.0,1.0,1.0,[0.9949929714202881],13.257894039154053
68,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,"
Relief batu yang kompleks di setiap tingkat Candi Borobudur menggambarkan ajaran Buddha dan kisah rakyat Jawa.",0.33649324423301513,"[0.625, 0.4666666666666667, 0.2857142857142857, 0.15384615384615385]",1.0,1.3333333333333333,16,12,0.7407407407407406,0.56,0.7407407407407406,0.7407407407407406,"{'error': 'Model firqaaa/indo-sentence-bert-base is currently loading', 'estimated_time': 20.0}",31.30717444419861
69,Bagaimana struktur kompleks Candi Borobudur terdiri?,"
Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha. Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikeliling",0.2952925422521023,"[0.34146341463414637, 0.3, 0.28205128205128205, 0.2631578947368421]",1.0,2.5625,41,16,0.5000000000000001,0.48,0.5000000000000001,0.5000000000000001,[0.9172588586807251],67.11749649047852
70,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,"
Candi Borobudur memiliki 2.672 panel relief yang menghiasi dinding.",0.0,"[0.5555555555555556, 0.375, 0.14285714285714285, 0.0]",1.0,1.0,9,9,0.7368421052631577,0.47058823529411764,0.631578947368421,0.631578947368421,[0.9506639838218689],18.563146591186523
71,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,"
Candi Borobudur memiliki 504 arca Buddha.",0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",0.846481724890614,0.8571428571428571,6,7,0.8333333333333334,0.6,0.8333333333333334,0.8333333333333334,[0.9788758754730225],14.021181106567383
72,Di mana stupa utama terbesar Candi Borobudur berada?,"
Stupa utama terbesar Candi Borobudur berada di tengah kompleks.",0.5535566902494308,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",0.6411803884299546,0.6923076923076923,9,13,0.7999999999999999,0.7777777777777777,0.7999999999999999,0.7999999999999999,[0.879769504070282],16.432456493377686
73,Bagaimana stupa utama tersebut dihiasi?,"
Stupa utama Borobudur dihiasi dengan tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma). Stupa utama terletak di tengah kompleks dan dihiasi dengan relief batu",0.5250813883285695,"[0.6341463414634146, 0.55, 0.48717948717948717, 0.4473684210526316]",1.0,1.3666666666666667,41,30,0.7076923076923076,0.6031746031746031,0.7076923076923076,0.7076923076923076,[0.919560968875885],66.97847628593445
74,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,"Candi Borobudur ditemukan kembali pada tahun 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris di Jawa.",0.4862438913464417,"[0.5217391304347826, 0.5, 0.47619047619047616, 0.45]",1.0,1.7692307692307692,23,13,0.7058823529411764,0.6875000000000001,0.7058823529411764,0.7058823529411764,[0.9160475730895996],42.66032910346985
75,Apa jabatan dari Sir Thomas Stamford Raffles?,Sir Thomas Stamford Raffles adalah Gubernur Jenderal Inggris di Jawa pada tahun 1814.,0.2891784933232571,"[0.38461538461538464, 0.3333333333333333, 0.2727272727272727, 0.2]",1.0,2.6,13,5,0.5555555555555556,0.5,0.5555555555555556,0.5555555555555556,[0.6885966062545776],22.95010471343994
76,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,"
Arca Buddha di dalam 72 stupa berlubang di Borobudur memiliki posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.6364058876086588,"[0.8095238095238095, 0.7, 0.5789473684210527, 0.5]",1.0,1.0,21,21,0.8108108108108109,0.6857142857142857,0.8108108108108109,0.8108108108108109,[0.9076743125915527],36.570513010025024
77,Kapan Candi Borobudur ditinggalkan?,"
Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok.",0.2646015952359329,"[0.3333333333333333, 0.29411764705882354, 0.25, 0.2]",1.0,3.0,18,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,[0.8177922964096069],33.73197293281555
78,Mengapa Candi Borobudur ditinggalkan,"
Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok. Peninggalkanannya tidak diketahui secara pasti, namun beberapa teori menyatakan bahwa itu disebabkan oleh perubahan politik,",0.4429683759031998,"[0.5142857142857142, 0.47058823529411764, 0.42424242424242425, 0.375]",1.0,1.75,35,20,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.6666666666666667,[0.8215986490249634],66.96731543540955
79,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?,"
Candi Borobudur memainkan peran penting dalam kehidupan keagamaan saat ini. Ini adalah tempat ziarah keagamaan yang dihadiri oleh umat Buddha dari seluruh Indonesia dan luar negeri. Setiap tahun, umat Buddha berkumpul di tempat ini untuk merayakan",0.17659857710927052,"[0.41025641025641024, 0.21052631578947367, 0.13513513513513514, 0.08333333333333333]",1.0,1.5,39,26,0.47457627118644075,0.2807017543859649,0.44067796610169496,0.44067796610169496,[0.89713454246521],67.79966235160828
