,Question,Generated Answer,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,BERT,Inference Time
47,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?, Candi Borobudur memiliki 2.672 platform bertingkat yang dimiliki.,0.5,"[0.6666666666666666, 0.375]",1.0,1.2857142857142858,9,7,0.6666666666666667,0.4615384615384615,0.6666666666666667,0.6666666666666667,[0.9210756421089172],5.500405311584473
48,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?," Relief batu yang kompleks di setiap tingkat Candi Borobudur menggambarkan ajaran Buddha dan cerita rakyat Jawa. Relief-relief ini menggambarkan ajaran Buddha, cerita rakyat Jawa, dan kehidupan Buddha. Relief-relief ini juga menggambarkan perjalanan spiritual Buddha dari kelahiran hingga pencerahan. Relief-relief ini juga menggambarkan kehidupan Buddha di India dan kehidupan Buddha di Indonesia. Relief-relief ini juga menggambarkan cerita rakyat Jawa, seperti cerita tentang Roro Jonggrang dan cerita tentang Raden Panji. Relief-relief ini juga menggambarkan kehidupan Buddha di alam baka.",0.12812442652769462,"[0.13953488372093023, 0.11764705882352941]",1.0,7.166666666666667,86,12,0.23655913978494622,0.1978021978021978,0.23655913978494622,0.23655913978494622,[0.9013158679008484],19.611310243606567
49,Bagaimana struktur kompleks Candi Borobudur terdiri?," Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar. Dindingnya dihiasi dengan 2.672 panel relief, dan aslinya memiliki 504 arca Buddha. Stupa utama terbesar berada di tengah, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.21585870860091105,"[0.2222222222222222, 0.20967741935483872]",1.0,3.9375,63,16,0.3611111111111111,0.34285714285714286,0.3611111111111111,0.3611111111111111,[0.8883548378944397],15.743741989135742
50,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?, Candi Borobudur memiliki 2.672 panel relief yang menghiasi dinding candi ini.,0.3692744729379982,"[0.5, 0.2727272727272727]",1.0,1.3333333333333333,12,9,0.6666666666666666,0.5263157894736842,0.5714285714285715,0.5714285714285715,[0.9497794508934021],6.396401643753052
51,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?," Candi Borobudur memiliki 504 arca Buddha, tetapi aslinya memiliki 2.672 panel relief yang menggambarkan ajaran Buddha dan cerita rakyat Jawa.",0.1973855084879307,"[0.2727272727272727, 0.14285714285714285]",1.0,3.142857142857143,22,7,0.37037037037037035,0.24,0.37037037037037035,0.37037037037037035,[0.9008399248123169],7.745055198669434
52,Di mana stupa utama terbesar Candi Borobudur berada?," Stupa utama terbesar Candi Borobudur berada di tengah, dikelilingi oleh tiga pelataran melingkar.",0.6172133998483675,"[0.6666666666666666, 0.5714285714285714]",1.0,1.1538461538461537,15,13,0.6666666666666667,0.6363636363636365,0.6666666666666667,0.6666666666666667,[0.8278861045837402],6.617612600326538
53,Bagaimana stupa utama tersebut dihiasi?," Stupa utama Candi Borobudur dihiasi dengan relief-relief yang menggambarkan ajaran Buddha dan cerita rakyat Jawa. Relief-relief ini menggambarkan ajaran Buddha tentang kehidupan, kematian, dan pencerahan. Relief-relief ini juga menggambarkan cerita rakyat Jawa tentang perjalanan hidup Buddha, seperti perjalanan Buddha dari kelahiran hingga pencerahan. Relief-relief ini juga menggambarkan adegan-adegan kehidupan Buddha, seperti adegan Buddha berkelana, adegan Buddha bermeditasi, dan adegan Buddha berbicara dengan para murid. Relief-relief ini juga menggambarkan adegan-adegan kehidupan Buddha yang paling penting, seperti adegan Buddha berbicara dengan para dewa, adegan Buddha berbicara dengan para dewi, dan adegan Buddha berbicara dengan para bhikkhu. Relief-relief ini juga menggambarkan adegan-adegan kehidupan Buddha yang paling penting, seperti adegan Buddha berbicara dengan para bhikkhu, adegan Buddha berbicara dengan para dewa, dan adegan Buddha berbicara dengan para dewi. Relief-relief ini juga menggambarkan adegan-adegan kehidupan Buddha yang paling penting, seperti adegan Buddha berbicara dengan para bhikkhu, adegan Buddha berbicara dengan para dewa, dan adegan Buddha berbicara dengan para dewi.",0.013957263155977066,"[0.03409090909090909, 0.005714285714285714]",1.0,5.866666666666666,176,30,0.05208333333333333,0.010526315789473686,0.05208333333333333,0.05208333333333333,[0.5836576819419861],36.86013412475586
54,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?," Candi Borobudur ditemukan kembali pada tahun 1814 oleh Sir Thomas Stamford Raffles, yang saat itu menjabat sebagai Gubernur Jenderal Inggris di Jawa.",0.5089773777040516,"[0.5416666666666666, 0.4782608695652174]",1.0,1.8461538461538463,24,13,0.7058823529411764,0.6875000000000001,0.7058823529411764,0.7058823529411764,[0.9176843762397766],8.428410053253174
55,Apa jabatan dari Sir Thomas Stamford Raffles?, Sir Thomas Stamford Raffles adalah seorang Gubernur Jenderal Inggris di Jawa.,0.3892494720807615,"[0.4166666666666667, 0.36363636363636365]",1.0,2.4,12,5,0.625,0.5714285714285715,0.625,0.625,[0.7181370854377747],5.597208738327026
56,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?," Arca Buddha di dalam 72 stupa berlubang menunjukkan posisi dan mudra Dharmachakra, yaitu memutar roda dharma.",0.461612509254297,"[0.7222222222222222, 0.4117647058823529]",0.846481724890614,0.8571428571428571,18,21,0.7058823529411765,0.43749999999999994,0.7058823529411765,0.7058823529411765,[0.9186148047447205],6.852611064910889
57,Kapan Candi Borobudur ditinggalkan?, Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur.,0.35355339059327373,"[0.375, 0.3333333333333333]",1.0,2.6666666666666665,16,6,0.6086956521739131,0.5714285714285715,0.6086956521739131,0.6086956521739131,[0.8561496734619141],7.9168314933776855
58,Mengapa Candi Borobudur ditinggalkan," Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur. Hal ini karena pusat pemerintahan dan kekuasaan dipindahkan ke Jawa Timur, sehingga Candi Borobudur tidak lagi menjadi tempat ziarah keagamaan. Selain itu, perluasan wilayah Kerajaan Mataram Kuno juga menyebabkan Candi Borobudur tidak lagi menjadi tempat penting bagi umat Buddha.",0.2368703009045534,"[0.2711864406779661, 0.20689655172413793]",1.0,2.95,59,20,0.4266666666666667,0.3561643835616438,0.39999999999999997,0.39999999999999997,[0.8808347582817078],14.996627807617188
59,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?," Candi Borobudur adalah salah satu tempat ziarah keagamaan paling penting bagi umat Buddha di Indonesia. Candi ini menjadi tempat berkumpulnya umat Buddha dari seluruh dunia untuk memperingati Trisuci Waisak, hari suci umat Buddha yang memperingati kelahiran, pencerahan, dan kematian Buddha Gautama. Selain itu, Candi Borobudur juga menjadi salah satu destinasi wisata paling populer di Indonesia. Candi ini dikenal karena keindahan arsitektur dan seni yang unik, serta relief-relief yang menggambarkan ajaran Buddha dan cerita rakyat Jawa. Candi Borobudur juga menjadi salah satu situs warisan budaya UNESCO di Indonesia.",0.15370565881991657,"[0.20618556701030927, 0.11458333333333333]",1.0,3.730769230769231,97,26,0.3063063063063063,0.18348623853211007,0.2522522522522523,0.2522522522522523,[0.8764435648918152],20.84480118751526
60,Dimana letak Candi Borobudur?," Candi Borobudur terletak di Magelang, Jawa Tengah, Indonesia.",0.9045340337332909,"[0.9090909090909091, 0.9]",1.0,1.1,11,10,1.0,1.0,1.0,1.0,[0.9973240494728088],5.638913869857788
61,Kapan Candi Borobudur dibangun?, Candi Borobudur dibangun pada abad ke-9 oleh Dinasti Sailendra.,0.5773502691896258,"[0.6, 0.5555555555555556]",1.0,1.6666666666666667,10,6,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,[0.8774054646492004],5.846148490905762
62,Siapa yang membangun Candi Borobudur?, Candi Borobudur dibangun oleh Dinasti Sailendra pada abad ke-9.,0.5773502691896258,"[0.6, 0.5555555555555556]",1.0,1.6666666666666667,10,6,0.7499999999999999,0.7142857142857143,0.7499999999999999,0.7499999999999999,[0.9621791243553162],5.542743682861328
63,Apa fungsi utama Candi Borobudur?," Candi Borobudur adalah sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut. Fungsi utama candi ini adalah sebagai tempat ibadah dan sebagai karya arsitektur yang memukau. Candi ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya arsitektur yang memukau. Terletak dengan anggun di puncak bukit, candi ini dikelilingi oleh hamparan pepohonan hijau yang menciptakan suasana damai. Keelokan strukturnya mencerminkan perpaduan unik antara gaya arsitektur Indonesia dan seni India. Candi ini memiliki sembilan platform bertingkat, di setiap tingkatnya dihiasi dengan relief batu yang kompleks, menggambarkan ajaran Buddha dan kisah rakyat Jawa. Kompleks ini terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha. Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.03140371465106638,"[0.04142011834319527, 0.023809523809523808]",1.0,21.125,169,8,0.08750000000000001,0.05063291139240506,0.08750000000000001,0.08750000000000001,[0.6813555955886841],34.90945768356323
64,"Selain menjadi tempat ibadah ajaran Buddha, apa fungsi Candi Borobudur?"," Candi Borobudur tidak hanya sebagai tempat ibadah, tetapi juga sebagai karya arsitektur yang memukau. Struktur candi ini mencerminkan perpaduan unik antara gaya arsitektur Indonesia dan seni India. Candi ini memiliki sembilan platform bertingkat, di setiap tingkatnya dihiasi dengan relief batu yang kompleks, menggambarkan ajaran Buddha dan kisah rakyat Jawa. Kompleks ini terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha. Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.05205439402853347,"[0.08196721311475409, 0.03305785123966942]",1.0,9.384615384615385,122,13,0.13333333333333333,0.05084745762711864,0.1,0.1,[0.7492915391921997],26.27959895133972
65,"Bagaimana deskripsi suasana di sekitar Candi Borobudur, khususnya di puncak bukit?"," Candi Borobudur terletak di puncak bukit yang tinggi, sehingga suasana di sekitar candi ini sangat indah dan damai. Puncak bukit ini dihiasi dengan pepohonan hijau yang lebat, menciptakan suasana yang tenang dan sejuk. Di sekitar candi ini, terdapat beberapa tempat ziarah, seperti vihara dan stupa, yang menjadi tempat ibadah bagi umat Buddha. Di sekitar candi ini juga terdapat beberapa warung dan toko yang menjual berbagai macam souvenir dan makanan khas Jawa Tengah.",0.10971343143406388,"[0.16049382716049382, 0.075]",1.0,4.764705882352941,81,17,0.25287356321839083,0.1411764705882353,0.20689655172413793,0.20689655172413793,[0.6795446276664734],18.9547917842865
66,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?," Candi Borobudur menjadi sebuah keajaiban arsitektur karena beberapa alasan. Pertama, struktur candi ini mencerminkan perpaduan unik antara gaya arsitektur Indonesia dan seni India. Kedua, candi ini memiliki 2.672 panel relief yang menggambarkan ajaran Buddha dan kisah rakyat Jawa. Ketiga, candi ini memiliki 504 arca Buddha yang diletakkan di setiap tingkat candi. Keempat, candi ini memiliki stupa utama terbesar berada di tengah, menjadi puncak bangunan ini. Kelima, candi ini memiliki tiga pelataran melingkar yang dihiasi dengan 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma). Keenam, candi ini memiliki sejarah yang panjang dan kaya akan makna spiritual, yang membuatnya menjadi sebuah keajaiban arsitektur.",0.09996365618633372,"[0.11627906976744186, 0.0859375]",1.0,8.6,129,15,0.2204724409448819,0.16,0.2204724409448819,0.2204724409448819,[0.8498566150665283],26.698389530181885
67,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?, Candi Borobudur memiliki sembilan platform bertingkat.,1.0,"[1.0, 1.0]",1.0,1.0,7,7,1.0,1.0,1.0,1.0,[0.9999998807907104],5.027181625366211
68,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?," Relief batu yang kompleks di setiap tingkat Candi Borobudur menggambarkan ajaran Buddha dan kisah rakyat Jawa. Relief-relief tersebut menggambarkan cerita tentang kehidupan Buddha, ajaran Buddha, dan kisah-kisah rakyat Jawa. Relief-relief tersebut juga menggambarkan adegan-adegan dari kehidupan Buddha, seperti adegan tentang kelahiran Buddha, adegan tentang perjalanan Buddha ke India, dan adegan tentang kematian Buddha. Relief-relief tersebut juga menggambarkan adegan-adegan dari kehidupan Buddha, seperti adegan tentang kelahiran Buddha, adegan tentang perjalanan Buddha ke India, dan adegan tentang kematian Buddha.",0.11071316776170971,"[0.1348314606741573, 0.09090909090909091]",1.0,7.416666666666667,89,12,0.23404255319148937,0.15217391304347827,0.23404255319148937,0.23404255319148937,[0.8798663020133972],20.15780806541443
69,Bagaimana struktur kompleks Candi Borobudur terdiri?," Candi Borobudur terdiri dari enam teras berbentuk bujur sangkar, di setiap tingkatnya dihiasi dengan relief batu yang kompleks, menggambarkan ajaran Buddha dan kisah rakyat Jawa. Kompleks ini terdiri dari enam teras berbentuk bujur sangkar dengan tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha. Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma).",0.1419745572840903,"[0.15789473684210525, 0.1276595744680851]",1.0,5.9375,95,16,0.27999999999999997,0.24489795918367344,0.26000000000000006,0.26000000000000006,[0.8820664882659912],21.82438039779663
70,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?, Candi Borobudur memiliki 2.672 panel relief yang menghiasi dinding candi tersebut.,0.3692744729379982,"[0.5, 0.2727272727272727]",1.0,1.3333333333333333,12,9,0.6666666666666666,0.5263157894736842,0.5714285714285715,0.5714285714285715,[0.9501838088035583],5.877008438110352
71,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?, Candi Borobudur memiliki 504 arca Buddha yang menyertainya.,0.5,"[0.6666666666666666, 0.375]",1.0,1.2857142857142858,9,7,0.7142857142857143,0.5,0.7142857142857143,0.7142857142857143,[0.9735575914382935],5.297951698303223
72,Di mana stupa utama terbesar Candi Borobudur berada?," Stupa utama terbesar Candi Borobudur berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga pelataran melingkar, dihiasi dengan 2.672 panel relief, dan aslinya memuat 504 arca Buddha.",0.3102526139970115,"[0.35294117647058826, 0.2727272727272727]",1.0,2.6153846153846154,34,13,0.4878048780487804,0.4102564102564103,0.4878048780487804,0.4878048780487804,[0.838758647441864],10.230502128601074
73,Bagaimana stupa utama tersebut dihiasi?," Stupa utama Borobudur dihiasi dengan relief-relief yang menggambarkan ajaran Buddha dan kisah rakyat Jawa. Relief-relief tersebut terdiri dari 2.672 panel, yang menggambarkan adegan-adegan kehidupan Buddha, adegan-adegan kehidupan manusia, dan adegan-adegan kehidupan dewa-dewa. Relief-relief tersebut juga menggambarkan kisah-kisah rakyat Jawa, seperti kisah Ramayana dan Mahabharata. Relief-relief tersebut dihiasi dengan gaya arsitektur India, yang mencerminkan perpaduan unik antara gaya arsitektur Indonesia dan seni India.",0.03474540920416087,"[0.08450704225352113, 0.014285714285714285]",1.0,2.3666666666666667,71,30,0.10101010101010101,0.02061855670103093,0.10101010101010101,0.10101010101010101,[0.6538406610488892],20.050355434417725
74,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?," Raffles, Sir Thomas Stamford.",0.17978873515361032,"[0.8333333333333334, 0.4]",0.31140322391459774,0.46153846153846156,6,13,0.5,0.28571428571428575,0.375,0.375,[0.5912964940071106],4.4901533126831055
75,Apa jabatan dari Sir Thomas Stamford Raffles?, Raffles adalah Gubernur Jenderal Inggris di Jawa pada tahun 1814.,0.4264014327112209,"[0.45454545454545453, 0.4]",1.0,2.2,11,5,0.6666666666666666,0.6153846153846153,0.6666666666666666,0.6666666666666666,[0.6960520148277283],6.2416698932647705
76,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?," Arca Buddha di dalam 72 stupa berlubang menunjukkan posisi dan mudra Dharmachakra, yaitu memutar roda dharma.",0.461612509254297,"[0.7222222222222222, 0.4117647058823529]",0.846481724890614,0.8571428571428571,18,21,0.7058823529411765,0.43749999999999994,0.7058823529411765,0.7058823529411765,[0.9186148047447205],6.893245697021484
77,Kapan Candi Borobudur ditinggalkan?, Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok.,0.2961744388795462,"[0.3157894736842105, 0.2777777777777778]",1.0,3.1666666666666665,19,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,[0.8186888098716736],7.294256210327148
78,Mengapa Candi Borobudur ditinggalkan, Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok.,0.8706138796104296,"[0.9473684210526315, 0.8888888888888888]",0.9487294800164372,0.95,19,20,0.9230769230769231,0.8648648648648649,0.9230769230769231,0.9230769230769231,[0.9916223287582397],8.217690706253052
79,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?," Candi Borobudur memainkan peran penting dalam kehidupan keagamaan saat ini. Candi ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya arsitektur yang memukau. Candi ini juga menjadi tempat ziarah keagamaan, di mana setiap tahun umat Buddha dari seluruh Indonesia dan luar negeri berkumpul untuk merayakan Trisuci Waisak. Selain itu, Candi Borobudur juga menjadi salah satu situs warisan budaya UNESCO yang terletak di Indonesia.",0.2600108340104637,"[0.29577464788732394, 0.22857142857142856]",1.0,2.730769230769231,71,26,0.4137931034482759,0.30588235294117644,0.4137931034482759,0.4137931034482759,[0.8912683725357056],16.220587491989136
