,Question,Generated Answer,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,rouge1,rouge2,rougeL,rougeLsum,BERT,Inference Time
66,Apa yang membuat Candi Borobudur menjadi sebuah keajaiban arsitektur?,"Candi Borobudur adalah sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya arsitektur yang memukau Terletak dengan anggun di puncak bukit, candi ini dikelilingi oleh hampara",0.0,"[0.0625, 0.02127659574468085, 0.0, 0.0]",1.0,3.2,48,15,0.1,0.034482758620689655,0.1,0.1,[0.7945317625999451],7.267359972000122
67,Berapa jumlah platform bertingkat yang dimiliki oleh Candi Borobudur?,Candi Borobudur memiliki sembilan platform bertingkat,0.846481724890614,"[1.0, 1.0, 1.0, 1.0]",0.846481724890614,0.8571428571428571,6,7,1.0,1.0,1.0,1.0,[0.9949929714202881],7.386306524276733
68,Apa yang dihiasi oleh relief batu yang kompleks di setiap tingkat Candi Borobudur?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",1.670170079024566e-05,0.08333333333333333,1,12,0.0,0.0,0.0,0.0,[-0.08016626536846161],7.086245059967041
69,Bagaimana struktur kompleks Candi Borobudur terdiri?,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",3.059023205018258e-07,0.0625,1,16,0.0,0.0,0.0,0.0,[0.0024948627687990665],6.725955247879028
70,Berapa jumlah panel relief yang menghiasi dinding Candi Borobudur?,"2672 panel reliefContext: Candi Borobudur, yang berlokasi di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya sebagai tempat ibadah, melainkan juga sebagai karya a",0.0,"[0.061224489795918366, 0.020833333333333332, 0.0, 0.0]",1.0,5.444444444444445,49,9,0.11538461538461539,0.04,0.07692307692307693,0.07692307692307693,[0.7404422163963318],7.542022228240967
71,Berapa jumlah arca Buddha yang menyertai Candi Borobudur?,504 arca Buddha,0.0,"[1.0, 1.0, 1.0, 0.0]",0.2635971381157267,0.42857142857142855,3,7,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,[0.7642239332199097],7.321772813796997
72,Di mana stupa utama terbesar Candi Borobudur berada?,"Stupa utama terbesar berada di tengah, menjadi puncak bangunan ini, dan dikelilingi oleh tiga baris melingkar 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma)",0.09517889238328602,"[0.23076923076923078, 0.15789473684210525, 0.08108108108108109, 0.027777777777777776]",1.0,3.0,39,13,0.34782608695652173,0.22727272727272727,0.34782608695652173,0.34782608695652173,[0.6570485234260559],7.342455863952637
73,Bagaimana stupa utama tersebut dihiasi?,Stupa utama dihiasi dengan 72 stupa berlubang yang menampung arca Buddha tengah duduk dalam posisi teratai sempurna dengan mudra Dharmachakra (memutar roda dharma),0.6454909606297118,"[0.92, 0.8333333333333334, 0.7391304347826086, 0.6818181818181818]",0.8187307530779819,0.8333333333333334,25,30,0.84,0.7500000000000001,0.84,0.84,[0.9531801342964172],6.975677967071533
74,Siapa yang menemukan kembali keberadaan Candi Borobudur pada tahun 1814?,"Sir Thomas Stamford Raffles, Gubernur Jenderal Inggris di Jawa",0.19460627138785044,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",0.740818220681718,0.7692307692307693,10,13,0.380952380952381,0.3157894736842105,0.380952380952381,0.380952380952381,[0.6564833521842957],6.744997978210449
75,Apa jabatan dari Sir Thomas Stamford Raffles?,"Gubernur Jenderal Inggris di JawaContext: Candi Borobudur, yang berlokasi di Magelang, Jawa Tengah, Indonesia, merupakan sebuah monumen spektakuler yang mencerminkan kekayaan warisan budaya daerah tersebut Dibangun pada abad ke-9 oleh Dinasti Sailendra, bangunan ini bukan hanya sebagai tempat ibadah, melainkan jug",0.05034460682273034,"[0.10416666666666667, 0.06382978723404255, 0.043478260869565216, 0.022222222222222223]",1.0,9.6,48,5,0.21276595744680848,0.13333333333333333,0.21276595744680848,0.21276595744680848,[0.4842143952846527],7.110869646072388
76,Apa posisi dan mudra yang ditunjukkan oleh arca Buddha di dalam 72 stupa berlubang?,"Posisi: Duduk dengan kaki bersila, tangan diletakkan di atas paha, telapak tangan menghadap ke atas, dan jari-jari terbuka Mudra: Dharmachakra mudra, yaitu posisi tangan yang menunjukkan perputaran roda dharma",0.0,"[0.2, 0.029411764705882353, 0.0, 0.0]",1.0,1.6666666666666667,35,21,0.33333333333333337,0.08695652173913043,0.25,0.25,[0.5805309414863586],7.499412298202515
77,Kapan Candi Borobudur ditinggalkan?,Candi Borobudur ditinggalkan pada abad ke-10 ketika pusat Kerajaan Mataram Kuno dipindahkan ke Jawa Timur oleh Pu Sindok,0.2646015952359329,"[0.3333333333333333, 0.29411764705882354, 0.25, 0.2]",1.0,3.0,18,6,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,[0.8177922964096069],7.361786365509033
78,Mengapa Candi Borobudur ditinggalkan,Undefined,0.0,"[0.0, 0.0, 0.0, 0.0]",5.602796437537268e-09,0.05,1,20,0.0,0.0,0.0,0.0,[-0.0942072793841362],6.627600431442261
79,Apa peran Candi Borobudur dalam kehidupan keagamaan saat ini?,"Candi Borobudur merupakan tempat ibadah bagi umat Buddha di Indonesia Setiap tahun, umat Buddha dari seluruh Indonesia dan luar negeri berkumpul untuk merayakan Trisuci Waisak",0.251696695878184,"[0.5769230769230769, 0.32, 0.16666666666666666, 0.13043478260869565]",1.0,1.0,26,26,0.5833333333333334,0.34782608695652173,0.5833333333333334,0.5833333333333334,[0.921174168586731],6.604708909988403
